Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MRK,MRK,MRK,MRK,MRK,MRK
Date,,,,,,
2017-12-28 00:00:00+00:00,44.12106704711914,54.007633209228516,54.1984748840332,53.72137451171875,53.75954055786133,6061108
2017-12-29 00:00:00+00:00,43.86381912231445,53.6927490234375,54.3797721862793,53.6927490234375,54.22710037231445,8841557
2018-01-02 00:00:00+00:00,43.82484436035156,53.64503860473633,54.15076446533203,53.48282241821289,53.99809265136719,10556504
2018-01-03 00:00:00+00:00,43.76247787475586,53.568702697753906,53.683204650878906,53.39694595336914,53.654579162597656,11090460
2018-01-04 00:00:00+00:00,44.47185134887695,54.4370231628418,54.790077209472656,53.79771041870117,53.85496139526367,15751650
2018-01-05 00:00:00+00:00,44.42507553100586,54.3797721862793,54.761451721191406,53.99809265136719,54.761451721191406,9955057
2018-01-08 00:00:00+00:00,44.16783142089844,54.064884185791016,54.627864837646484,53.91221237182617,54.58969497680664,11642546
2018-01-09 00:00:00+00:00,44.276973724365234,54.1984748840332,54.48473358154297,53.979007720947266,54.20801544189453,11142022
2018-01-10 00:00:00+00:00,44.66672897338867,54.67557144165039,54.742366790771484,53.874046325683594,53.959922790527344,9497395
2018-01-11 00:00:00+00:00,44.90058898925781,54.961830139160156,54.97137451171875,54.54198455810547,54.67557144165039,7447402
2018-01-12 00:00:00+00:00,45.72688674926758,55.97328186035156,56.11641311645508,55.238548278808594,55.29580307006836,12935569
2018-01-16 00:00:00+00:00,48.38506317138672,59.22710037231445,60.85877990722656,58.44465637207031,58.921756744384766,50399682
2018-01-17 00:00:00+00:00,48.3538818359375,59.18893051147461,59.72328186035156,59.05534362792969,59.4370231628418,22940615
2018-01-18 00:00:00+00:00,47.65230941772461,58.33015441894531,59.274810791015625,57.85305404663086,59.16030502319336,20861278
2018-01-19 00:00:00+00:00,47.76924133300781,58.47328186035156,58.66412353515625,57.86259460449219,58.66412353515625,12745671
2018-01-22 00:00:00+00:00,47.745849609375,58.44465637207031,58.625953674316406,57.93893051147461,58.15839767456055,12835380
2018-01-23 00:00:00+00:00,48.09663391113281,58.874046325683594,59.28435134887695,58.082061767578125,58.23473358154297,11718212
2018-01-24 00:00:00+00:00,47.691280364990234,58.377864837646484,59.26526641845703,58.167938232421875,59.16984558105469,14129241
2018-01-25 00:00:00+00:00,47.784828186035156,58.492366790771484,58.568702697753906,58.15839767456055,58.492366790771484,9853610
2018-01-26 00:00:00+00:00,48.361671447753906,59.1984748840332,59.23664093017578,58.53053283691406,58.67366409301758,11060278
2018-01-29 00:00:00+00:00,48.04206466674805,58.8072509765625,59.29389190673828,58.74045944213867,59.11259460449219,9198191
2018-01-30 00:00:00+00:00,47.27813720703125,57.872135162353516,58.44465637207031,57.671756744384766,58.0057258605957,13666654
2018-01-31 00:00:00+00:00,46.186805725097656,56.536258697509766,58.01526641845703,56.20228958129883,57.98664093017578,15582712
2018-02-01 00:00:00+00:00,46.66231918334961,57.11832046508789,57.57633590698242,56.364505767822266,56.459922790527344,14009664
2018-02-02 00:00:00+00:00,45.64892578125,55.877864837646484,57.22328186035156,55.610687255859375,56.68893051147461,12852777
2018-02-05 00:00:00+00:00,43.96516036987305,53.816795349121094,56.25,53.26335906982422,55.60114669799805,20546774
2018-02-06 00:00:00+00:00,43.2324104309082,52.91984558105469,54.16984558105469,51.84160232543945,52.614505767822266,32494498
2018-02-07 00:00:00+00:00,43.55980682373047,53.32061004638672,54.11259460449219,52.566795349121094,52.643131256103516,14349740
2018-02-08 00:00:00+00:00,42.663360595703125,52.22328186035156,53.874046325683594,52.20419692993164,53.47328186035156,21871760
2018-02-09 00:00:00+00:00,42.77248001098633,52.356868743896484,52.872135162353516,50.91603088378906,52.624046325683594,19472364
2018-02-12 00:00:00+00:00,43.209014892578125,52.89122009277344,53.33015441894531,52.4427490234375,52.814884185791016,13259506
2018-02-13 00:00:00+00:00,42.79587936401367,52.385494232177734,52.83396911621094,52.261451721191406,52.700382232666016,17857291
2018-02-14 00:00:00+00:00,42.79587936401367,52.385494232177734,52.57633590698242,51.73664093017578,51.82251739501953,11996142
2018-02-15 00:00:00+00:00,43.64554977416992,53.42557144165039,53.42557144165039,52.318702697753906,52.89122009277344,10584695
2018-02-16 00:00:00+00:00,43.87941360473633,53.711830139160156,54.3797721862793,53.35877990722656,53.406490325927734,12294402
2018-02-20 00:00:00+00:00,42.85824203491211,52.461830139160156,53.568702697753906,52.433204650878906,53.549617767333984,14113416
2018-02-21 00:00:00+00:00,42.523040771484375,52.0515251159668,52.90076446533203,52.0515251159668,52.50954055786133,11244935
2018-02-22 00:00:00+00:00,42.53863525390625,52.07061004638672,52.54771041870117,51.92748260498047,52.09923553466797,11334958
2018-02-23 00:00:00+00:00,42.77248001098633,52.356868743896484,52.48091506958008,52.07061004638672,52.30915832519531,9499177
2018-02-26 00:00:00+00:00,43.70012664794922,53.492366790771484,53.61641311645508,52.48091506958008,52.48091506958008,12725026
2018-02-27 00:00:00+00:00,42.65556335449219,52.213741302490234,53.39694595336914,52.19465637207031,53.34923553466797,9734453
2018-02-28 00:00:00+00:00,42.26579666137695,51.73664093017578,52.643131256103516,51.72710037231445,52.538169860839844,11807606
2018-03-01 00:00:00+00:00,41.860450744628906,51.24045944213867,52.299617767333984,50.97328186035156,51.774810791015625,13648523
2018-03-02 00:00:00+00:00,42.37493133544922,51.8702278137207,51.9370231628418,50.6870231628418,51.03053283691406,9355706
2018-03-05 00:00:00+00:00,42.40610885620117,51.90839767456055,52.20419692993164,51.60305404663086,51.7557258605957,13743577
2018-03-06 00:00:00+00:00,42.32815170288086,51.8129768371582,52.20419692993164,51.35496139526367,51.9942741394043,9716951
2018-03-07 00:00:00+00:00,42.460670471191406,51.975189208984375,52.08015441894531,51.288169860839844,51.374046325683594,12817564
2018-03-08 00:00:00+00:00,42.686737060546875,52.25190734863281,52.30915832519531,51.8702278137207,52.02289962768555,7705001
2018-03-09 00:00:00+00:00,42.98295974731445,52.614505767822266,52.66221237182617,52.19465637207031,52.50954055786133,9240006
2018-03-12 00:00:00+00:00,43.154457092285156,52.82442855834961,53.55915832519531,52.709922790527344,53.17748260498047,11269039
2018-03-13 00:00:00+00:00,43.162254333496094,52.83396911621094,53.196563720703125,52.48091506958008,53.1870231628418,12272080
2018-03-14 00:00:00+00:00,43.09148025512695,52.290077209472656,52.89122009277344,51.82251739501953,52.738548278808594,11692222
2018-03-15 00:00:00+00:00,43.445335388183594,52.71946716308594,53.17748260498047,52.375953674316406,52.433204650878906,10560277
2018-03-16 00:00:00+00:00,43.77558517456055,53.1202278137207,53.29198455810547,52.5572509765625,52.66221237182617,22010620
2018-03-19 00:00:00+00:00,42.957801818847656,52.127864837646484,53.1297721862793,51.7557258605957,53.110687255859375,12391762
2018-03-20 00:00:00+00:00,42.96566390991211,52.13740539550781,52.42366409301758,51.8702278137207,52.242366790771484,8153440
2018-03-21 00:00:00+00:00,43.004981994628906,52.185115814208984,52.74809265136719,51.92748260498047,52.25190734863281,10489746
2018-03-22 00:00:00+00:00,42.55677032470703,51.64122009277344,52.461830139160156,51.55534362792969,51.7557258605957,13387990
2018-03-23 00:00:00+00:00,41.99845886230469,50.963741302490234,52.20419692993164,50.89694595336914,51.832061767578125,12408634
2018-03-26 00:00:00+00:00,42.493858337402344,51.564884185791016,51.67938995361328,50.54389190673828,51.57442855834961,10448770
2018-03-27 00:00:00+00:00,42.26581573486328,51.288169860839844,52.06106948852539,51.020992279052734,51.51717758178711,16956535
2018-03-28 00:00:00+00:00,43.319515228271484,52.566795349121094,52.80534362792969,51.54580307006836,51.57442855834961,13302788
2018-03-29 00:00:00+00:00,42.83198165893555,51.975189208984375,52.872135162353516,51.975189208984375,52.82442855834961,10218524
2018-04-02 00:00:00+00:00,41.88837814331055,50.83015441894531,52.14694595336914,50.53435134887695,51.90839767456055,14041104
2018-04-03 00:00:00+00:00,42.53318405151367,51.61259460449219,51.66984558105469,50.41030502319336,50.89694595336914,9688341
2018-04-04 00:00:00+00:00,42.887027740478516,52.04198455810547,52.185115814208984,50.95419692993164,51.020992279052734,9330030
2018-04-05 00:00:00+00:00,42.87916564941406,52.03244400024414,52.843509674072266,51.946563720703125,52.538169860839844,13074638
2018-04-06 00:00:00+00:00,41.95915985107422,50.91603088378906,52.08015441894531,50.47710037231445,51.79389190673828,13100838
2018-04-09 00:00:00+00:00,44.16090774536133,53.58778762817383,54.790077209472656,52.06106948852539,52.48091506958008,24352376
2018-04-10 00:00:00+00:00,44.4203987121582,53.902671813964844,54.18893051147461,53.47328186035156,54.08396911621094,13481891
2018-04-11 00:00:00+00:00,44.192359924316406,53.625953674316406,53.950382232666016,53.33015441894531,53.492366790771484,9445834
2018-04-12 00:00:00+00:00,44.61697769165039,54.14122009277344,54.57061004638672,53.568702697753906,54.007633209228516,12511967
2018-04-13 00:00:00+00:00,44.955108642578125,54.5515251159668,54.70419692993164,54.04580307006836,54.46564865112305,10536278
2018-04-16 00:00:00+00:00,46.1188850402832,55.963741302490234,56.536258697509766,54.5515251159668,55.124046325683594,23627998
2018-04-17 00:00:00+00:00,46.60642623901367,56.55534362792969,57.213741302490234,56.25954055786133,57.09923553466797,16070451
2018-04-18 00:00:00+00:00,46.331199645996094,56.22137451171875,56.889312744140625,55.906490325927734,56.68893051147461,11779730
2018-04-19 00:00:00+00:00,46.11103439331055,55.95419692993164,56.60305404663086,55.7442741394043,56.22137451171875,11041204
2018-04-20 00:00:00+00:00,46.26042938232422,56.135494232177734,56.55534362792969,55.97328186035156,56.16412353515625,10109951
2018-04-23 00:00:00+00:00,47.377037048339844,57.49045944213867,57.843509674072266,56.70801544189453,57.299617767333984,20767587
2018-04-24 00:00:00+00:00,47.251224517822266,57.33778762817383,58.20610809326172,57.03244400024414,57.643131256103516,13974975
2018-04-25 00:00:00+00:00,46.88950729370117,56.89885330200195,57.17557144165039,56.23091506958008,57.156490325927734,14057034
2018-04-26 00:00:00+00:00,46.716514587402344,56.68893051147461,57.33778762817383,56.402671813964844,57.08015441894531,14148105
2018-04-27 00:00:00+00:00,46.7636833190918,56.74618148803711,56.917938232421875,56.593509674072266,56.622135162353516,8034073
2018-04-30 00:00:00+00:00,46.29188537597656,56.17366409301758,57.23282241821289,56.17366409301758,56.917938232421875,13730267
2018-05-01 00:00:00+00:00,45.592037200927734,55.32442855834961,56.52671813964844,54.274810791015625,56.29771041870117,13756782
2018-05-02 00:00:00+00:00,45.05732727050781,54.67557144165039,55.343509674072266,54.40839767456055,55.038169860839844,10921837
2018-05-03 00:00:00+00:00,45.23818588256836,54.89503860473633,55.152671813964844,53.788169860839844,54.52289962768555,11864932
2018-05-04 00:00:00+00:00,45.411190032958984,55.10496139526367,55.257633209228516,54.22710037231445,54.50381851196289,9149983
2018-05-07 00:00:00+00:00,45.1202392578125,54.75190734863281,55.43893051147461,54.46564865112305,55.124046325683594,10513955
2018-05-08 00:00:00+00:00,44.632713317871094,54.16030502319336,54.790077209472656,53.683204650878906,54.742366790771484,10749546
2018-05-09 00:00:00+00:00,45.56846237182617,55.29580307006836,55.73473358154297,54.22710037231445,54.360687255859375,8684042
2018-05-10 00:00:00+00:00,45.65494918823242,55.40076446533203,56.040077209472656,55.27671813964844,55.46755599975586,8624097
2018-05-11 00:00:00+00:00,46.93669891357422,56.95610809326172,57.22328186035156,55.46755599975586,55.49618148803711,13344498
2018-05-14 00:00:00+00:00,46.928829193115234,56.946563720703125,57.328243255615234,56.70801544189453,57.03244400024414,9942062
2018-05-15 00:00:00+00:00,46.5513801574707,56.488548278808594,57.06106948852539,56.20228958129883,56.71755599975586,7148932
2018-05-16 00:00:00+00:00,46.98387145996094,57.01335906982422,57.261451721191406,56.402671813964844,56.60305404663086,8941222
2018-05-17 00:00:00+00:00,46.449161529541016,56.364505767822266,57.04198455810547,56.183204650878906,56.8129768371582,8222398
2018-05-18 00:00:00+00:00,46.504207611083984,56.431297302246094,56.73664093017578,54.856868743896484,56.25954055786133,10151242
2018-05-21 00:00:00+00:00,46.055999755859375,55.88740539550781,56.60305404663086,55.71564865112305,56.46946716308594,8882219
2018-05-22 00:00:00+00:00,45.96161651611328,55.77289962768555,56.431297302246094,55.725189208984375,56.08778762817383,9357068
2018-05-23 00:00:00+00:00,46.52779006958008,56.459922790527344,56.76526641845703,55.75381851196289,55.77289962768555,10375619
2018-05-24 00:00:00+00:00,46.496334075927734,56.421756744384766,56.68893051147461,56.11641311645508,56.536258697509766,7261382
2018-05-25 00:00:00+00:00,46.464881896972656,56.38358688354492,56.73664093017578,56.14503860473633,56.431297302246094,6985339
2018-05-29 00:00:00+00:00,45.92230224609375,55.725189208984375,56.1927490234375,55.372135162353516,55.89694595336914,9228269
2018-05-30 00:00:00+00:00,46.96027755737305,56.98473358154297,57.06106948852539,55.83969497680664,55.963741302490234,11572016
2018-05-31 00:00:00+00:00,46.810874938964844,56.803436279296875,57.13740539550781,56.593509674072266,56.89885330200195,12786019
2018-06-01 00:00:00+00:00,47.62080383300781,57.786258697509766,58.024810791015625,56.889312744140625,57.14694595336914,11556925
2018-06-04 00:00:00+00:00,48.76885986328125,59.17938995361328,59.66603088378906,58.377864837646484,58.73091506958008,20410534
2018-06-05 00:00:00+00:00,48.27346420288086,58.578243255615234,59.475189208984375,58.26335906982422,59.16030502319336,13098218
2018-06-06 00:00:00+00:00,48.698089599609375,59.093509674072266,59.10305404663086,58.41603088378906,58.6927490234375,7912190
2018-06-07 00:00:00+00:00,48.74527359008789,59.15076446533203,59.1984748840332,58.6927490234375,59.16030502319336,7910933
2018-06-08 00:00:00+00:00,49.20920944213867,59.713741302490234,59.78053283691406,59.13167953491211,59.16984558105469,10142754
2018-06-11 00:00:00+00:00,49.012630462646484,59.475189208984375,59.98091506958008,59.23664093017578,59.89503860473633,7542666
2018-06-12 00:00:00+00:00,49.0991325378418,59.58015441894531,59.742366790771484,59.16984558105469,59.51335906982422,8308230
2018-06-13 00:00:00+00:00,49.217079162597656,59.72328186035156,60.07633590698242,59.4942741394043,59.70419692993164,9873732
2018-06-14 00:00:00+00:00,48.78125,58.74045944213867,59.52289962768555,58.41603088378906,59.22710037231445,12528211
2018-06-15 00:00:00+00:00,49.15367889404297,59.18893051147461,59.2557258605957,58.41603088378906,58.76908493041992,17246517
2018-06-18 00:00:00+00:00,48.329566955566406,58.196563720703125,58.549617767333984,57.814884185791016,58.540077209472656,9990270
2018-06-19 00:00:00+00:00,48.361263275146484,58.23473358154297,58.50190734863281,57.85305404663086,57.872135162353516,10501589
2018-06-20 00:00:00+00:00,48.55937194824219,58.47328186035156,58.66412353515625,58.0057258605957,58.26335906982422,12757094
2018-06-21 00:00:00+00:00,48.48013687133789,58.377864837646484,58.463741302490234,58.024810791015625,58.463741302490234,9336527
2018-06-22 00:00:00+00:00,48.70991897583008,58.654579162597656,59.08396911621094,58.41603088378906,58.47328186035156,12885998
2018-06-25 00:00:00+00:00,48.4008903503418,58.28244400024414,58.79771041870117,57.86259460449219,58.597328186035156,11057238
2018-06-26 00:00:00+00:00,48.11561965942383,57.93893051147461,58.225189208984375,57.83396911621094,58.04389190673828,12571913
2018-06-27 00:00:00+00:00,47.449981689453125,57.13740539550781,58.28244400024414,57.06106948852539,57.91984558105469,10948770
2018-06-28 00:00:00+00:00,47.782806396484375,57.538169860839844,57.96755599975586,57.242366790771484,57.356868743896484,10691591
2018-06-29 00:00:00+00:00,48.099754333496094,57.91984558105469,58.654579162597656,57.58587646484375,57.757633209228516,14956951
2018-07-02 00:00:00+00:00,47.90958023071289,57.69084167480469,57.786258697509766,57.17557144165039,57.77671813964844,9546337
2018-07-03 00:00:00+00:00,48.10768508911133,57.92938995361328,58.492366790771484,57.77671813964844,57.95801544189453,5106590
2018-07-05 00:00:00+00:00,48.84465026855469,58.816795349121094,59.122135162353516,58.29198455810547,58.58778762817383,9517098
